# Special
9402012,1047600012,89001528,Perfumer
9402014,1047600014,89001529,Perfumer (Altered)
9402167,1047600167,89001530,Prophet
9402169,1047600169,89001531,Prophet (Altered)
9402310,1047600310,89001532,Battlemage
9402290,1047600290,89001533,Consort
9402124,1047600124,89001534,Sage
9402318,1047600318,89001535,Goldmask
9402020,1047600020,89001536,Alberich
9402022,1047600022,89001537,Alberich (Altered)
9402116,1047600116,89001538,Aristocrat
9402118,1047600118,89001539,Wandering Aristocrat
9402120,1047600120,89001540,Old Aristocrat
9402054,1047600054,89001541,Page
9402056,1047600056,89001542,Page (Altered)
9402098,1047600098,89001543,Sanguine Noble
9402198,1047600198,89001544,Brave
9402200,1047600200,89001545,Brave (Altered)
9402016,1047600016,89001546,Travelling Perfumer
9402018,1047600018,89001547,Travelling Perfumer (Altered)
9402024,1047600024,89001548,Spellblade
9402026,1047600026,89001549,Spellblade (Altered)
9402234,1047600234,89001550,Commoner
9402236,1047600236,89001551,Commoner (Altered)
9402238,1047600238,89001552,Simple Commoner
9402292,1047600292,89001553,Ruler
9402294,1047600294,89001554,Upper-Class
9402405,1047600405,89001555,Fia
9402407,1047600407,89001556,Fia (Altered)
9402411,1047600411,89001557,High Page
9402413,1047600413,89001558,High Page (Altered)
9402034,1047600034,89001559,Guilty
9402296,1047600296,89001560,Marais
9402298,1047600298,89001561,Bloodsoaked
9402228,1047600228,89001562,Festive
9402230,1047600230,89001563,Festive (Altered)
9402232,1047600232,89001564,Blue Festive
9402316,1047600316,89001565,Juvenile Scholar

# Body: Unique
9402421,1047600421,89001800,Lazuli Robe
9402334,1047600334,89001801,Eye Surcoat
9402335,1047600335,89001802,Tree Surcoat
9402423,1047600423,89001803,Millicent
9402424,1047600424,89001804,Rotten
9402425,1047600425,89001805,Deathbed
9402426,1047600426,89001806,Fell Omen Cloak
9402242,1047600242,89001807,Raya Lucaria Scholar

# Body: Heavy
9402029,1047600029,89001100,Bull-Goat
9402113,1047600113,89001101,Fire Prelate
9402115,1047600115,89001102,Fire Prelate (Altered)
9402177,1047600177,89001103,Lionel
9402179,1047600179,89001105,Lionel (Altered)
9402301,1047600301,89001104,Omen
9402073,1047600073,89001106,Tree Sentinel
9402075,1047600075,89001107,Tree Sentinel (Altered)
9402221,1047600221,89001108,Veteran
9402223,1047600223,89001109,Veteran (Altered)
9402204,1047600204,89001110,Beast Champion
9402206,1047600206,89001111,Beast Champion (Altered)
9402047,1047600047,89001112,Banished Knight
9402049,1047600049,89001113,Banished Knight (Altered)
9402132,1047600132,89001114,General Radahn
9402134,1047600134,89001115,General Radahn (Altered)
9402071,1047600071,89001116,Malformed Dragon
9402009,1047600009,89001117,Scaled
9402011,1047600011,89001118,Scaled (Altered)
9402146,1047600146,89001119,Crucible Axe
9402148,1047600148,89001120,Crucible Axe (Altered)
9402150,1047600150,89001121,Crucible Tree
9402077,1047600077,89001122,Royal Knight
9402079,1047600079,89001123,Royal Knight (Altered)
9402105,1047600105,89001124,Cleanrot
9402107,1047600107,89001125,Cleanrot (Altered)
9402037,1047600037,89001126,Blaidd
9402039,1047600039,89001127,Blaidd (Altered)
9402059,1047600059,89001128,Night's Cavalry
9402061,1047600061,89001129,Night's Cavalry (Altered)
9402213,1047600213,89001130,Maliketh
9402215,1047600215,89001131,Maliketh (Altered)
9402160,1047600160,89001132,Twinned
9402162,1047600162,89001133,Twinned (Altered)
9402181,1047600181,89001134,Hoslow
9402185,1047600185,89001135,Hoslow (Altered)
9402369,1047600369,89001136,Cuckoo Knight
9402371,1047600371,89001137,Cuckoo Knight (Altered)
9402051,1047600051,89001138,Briar
9402053,1047600053,89001139,Briar (Altered)
9402365,1047600365,89001140,Godrick Knight
9402367,1047600367,89001141,Godrick Knight (Altered)
9402377,1047600377,89001142,Redmane Knight
9402379,1047600379,89001143,Redmane Knight (Altered)
9402361,1047600361,89001144,Gelmir Knight
9402363,1047600363,89001145,Gelmir Knight (Altered)
9402373,1047600373,89001146,Leyndell Knight
9402375,1047600375,89001147,Leyndell Knight (Altered)
9402385,1047600385,89001148,Haligtree Knight
9402387,1047600387,89001149,Haligtree Knight (Altered)
9402111,1047600111,89001150,Blackflame Monk
9402109,1047600109,89001151,Fire Monk

# Body: Medium
9402156,1047600156,89001300,All-Knowing
9402158,1047600158,89001301,All-Knowing (Altered)
9402197,1047600197,89001302,Royal Remains
9402225,1047600225,89001303,Bloodhound Knight
9402227,1047600227,89001304,Bloodhound Knight (Altered)
9402346,1047600346,89001305,Knight
9402287,1047600287,89001306,Fingerprint
9402289,1047600289,89001307,Fingerprint (Altered)
9402303,1047600303,89001308,Carian Knight
9402305,1047600305,89001309,Carian Knight (Altered)
9402349,1047600349,89001310,Godrick Soldier
9402351,1047600351,89001311,Raya Lucarian Soldier
9402353,1047600353,89001312,Leyndell Soldier
9402355,1047600355,89001313,Radahn Soldier
9402359,1047600359,89001314,Haligtree Soldier
9402251,1047600251,89001315,Raging Wolf
9402253,1047600253,89001316,Raging Wolf (Altered)
9402187,1047600187,89001317,Vagabond Knight
9402189,1047600189,89001318,Vagabond Knight (Altered)
9402381,1047600381,89001319,Mausoleum Knight
9402383,1047600383,89001320,Mausoleum Knight (Altered)
9402283,1047600283,89001321,Eccentric
9402285,1047600285,89001322,Eccentric (Altered)
9402005,1047600005,89001323,Drake Knight
9402007,1047600007,89001324,Drake Knight (Altered)
9402041,1047600041,89001325,Black Knife
9402043,1047600043,89001326,Black Knife (Altered)
9402045,1047600045,89001327,Exile
9402128,1047600128,89001328,Elden Lord
9402130,1047600130,89001329,Elden Lord (Altered)
9402031,1047600031,89001330,Ronin
9402033,1047600033,89001331,Ronin (Altered)
9402332,1047600332,89001332,Chain
9402001,1047600001,89001333,Iron
9402003,1047600003,89001334,Kaiden
9402357,1047600357,89001335,Mausoleum Soldier
9402063,1047600063,89001336,Blue Silver
9402065,1047600065,89001337,Blue Silver (Altered)
9402323,1047600323,89001338,Zamor
9402217,1047600217,89001339,Malenia
9402219,1047600219,89001340,Malenia (Altered)
9402101,1047600101,89001373,Guardian (Full Bloom)
9402103,1047600103,89001342,Guardian (Altered)
9402095,1047600095,89001343,Duelist
9402097,1047600097,89001344,Duelist (Altered)
9402255,1047600255,89001345,Land of Reeds
9402257,1047600257,89001346,Land of Reeds (Altered)
9402259,1047600259,89001347,White Reed
9402389,1047600389,89001348,Godrick Foot Soldier
9402391,1047600391,89001349,Raya Lucarian Foot Soldier
9402393,1047600393,89001350,Leyndell Foot Soldier
9402395,1047600395,89001351,Radahn Foot Soldier
9402397,1047600397,89001352,Haligtree Foot Soldier
9402085,1047600085,89001353,Nox Swordstress
9402087,1047600087,89001354,Nox Swordstress (Altered)
9402089,1047600089,89001355,Night Maiden
9402261,1047600261,89001356,Confessor
9402263,1047600263,89001357,Confessor (Altered)
9402081,1047600081,89001358,Nox Monk
9402083,1047600083,89001359,Nox Monk (Altered)
9402123,1047600123,89001360,Vulgar Militia
9402164,1047600164,89001361,Ragged
9402166,1047600166,89001362,Ragged (Altered)
9402191,1047600191,89001363,Blue Cloth
9402399,1047600399,89001364,Omenkiller
9402343,1047600343,89001365,Leather
9402193,1047600193,89001366,War Surgeon
9402195,1047600195,89001367,War Surgeon (Altered)
9402281,1047600281,89001368,Raptor
9402276,1047600276,89001369,Preceptor
9402278,1047600278,89001370,Preceptor (Altered)
9402416,1047600416,89001371,Rotten Duelist
9402418,1047600418,89001372,Rotten Duelist (Altered)

# Body: Light
9402067,1047600067,89001500,Nomadic Merchant
9402069,1047600069,89001501,Nomadic Merchant (Altered)
9402154,1047600154,89001502,Azur
9402152,1047600152,89001503,Lusat
9402210,1047600210,89001504,Crimson Noble
9402265,1047600265,89001505,Prisoner
9402208,1047600208,89001506,Champion
9402410,1047600410,89001507,Highwayman
9402142,1047600142,89001508,Depraved Perfumer
9402144,1047600144,89001509,Depraved Perfumer (Altered)
9402173,1047600173,89001510,Astrologer
9402175,1047600175,89001511,Astrologer (Altered)
9402321,1047600321,89001512,Albinauric
9402248,1047600248,89001513,Marionette Soldier
9402140,1047600140,89001514,Godskin Noble
9402339,1047600339,89001515,Mushroom
9402091,1047600091,89001516,Ancestral Fur
9402093,1047600093,89001517,Ancestral Shaman
9402307,1047600307,89001518,Errant Sorcerer
9402309,1047600309,89001519,Errant Sorcerer (Altered)
9402268,1047600268,89001520,Traveling Maiden
9402270,1047600270,89001521,Traveling Maiden (Altered)
9402136,1047600136,89001522,Queen
9402272,1047600272,89001523,Finger Maiden
9402274,1047600274,89001524,Finger Maiden (Altered)
9402138,1047600138,89001525,Godskin Apostle
9402313,1047600313,89001526,Snow Witch
9402315,1047600315,89001527,Snow Witch (Altered)
9402013,1047600013,9001528,Perfumer
9402015,1047600015,89001529,Perfumer (Altered)
9402168,1047600168,89001530,Prophet
9402170,1047600170,89001531,Prophet (Altered)
9402171,1047600171,89001374,Corhyn
9402311,1047600311,89001532,Battlemage
9402291,1047600291,89001533,Consort
9402125,1047600125,89001534,Sage
9402319,1047600319,89001535,Goldmask
9402021,1047600021,89001536,Alberich
9402023,1047600023,89001537,Alberich (Altered)
9402117,1047600117,89001538,Aristocrat
9402119,1047600119,89001539,Wandering Aristocrat
9402121,1047600121,89001540,Old Aristocrat
9402055,1047600055,89001541,Page
9402057,1047600057,89001542,Page (Altered)
9402099,1047600099,89001543,Sanguine Noble
9402199,1047600199,89001544,Brave
9402201,1047600201,89001545,Brave (Altered)
9402017,1047600017,89001546,Travelling Perfumer
9402019,1047600019,89001547,Travelling Perfumer (Altered)
9402025,1047600025,89001548,Spellblade
9402027,1047600027,89001549,Spellblade (Altered)
9402235,1047600235,89001550,Commoner
9402237,1047600237,89001551,Commoner (Altered)
9402239,1047600239,89001552,Simple Commoner
9402293,1047600293,89001553,Ruler
9402295,1047600295,89001554,Upper-Class
9402406,1047600406,89001555,Fia
9402408,1047600408,89001556,Fia (Altered)
9402412,1047600412,89001557,High Page
9402414,1047600414,89001558,High Page (Altered)
9402035,1047600035,89001559,Guilty
9402297,1047600297,89001560,Marais
9402299,1047600299,89001561,Bloodsoaked
9402229,1047600229,89001562,Festive
9402231,1047600231,89001563,Festive (Altered)
9402233,1047600233,89001564,Blue Festive
9402317,1047600317,89001565,Juvenile Scholar
